"configuration","problem","model","data_file","status","time","objective","baseMem","flatBoolConstraints","boolVariables","flatIntConstraints","trailMem","userDecisions","variables","eliminatedImplications","peakMem","solveTime","run","flatBoolVars","flatTime","evaluatedReifiedConstraints","method","peakDepth","propagations","failures","intVariables","blockType","flatIntVars","evaluatedHalfReifiedConstraints","nSolutions","restarts","objectiveBound","paths","propagators","oracleDecisions","unifiedVariables","extractedViews","intVars","randomSeed","solutions","initTime","backjumps","nogoods","nodes"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","UNKNOWN","1200.4612560896203","","","168","","333","","","","112","","","results_rect","224","0.099328","","satisfy","","","","","","151","224","0","","","0","","","","","","","","","","",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","SATISFIED","46.91906002163887","","","11690","","38951","","135327","","56","","44.455743","results_rect","36680","1.33465","23912","satisfy","2104","37740834","210496","145","complete","12975","1624","1","4235","","0","2203","124123","0","36736","","","","0.380596","","",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","717.5763216139749","","","5764","","19460","","3372443","","44","","716.236335","results_rect","17996","0.657643","12276","satisfy","21","111745744","3368329","109","complete","6803","88","1","0","","0","484","0","0","18964","","","","0.182191","","",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","ALL_SOLUTIONS","0.3307792777195573","0","","90","148","177","","","","60","","0.083761","results_rect","120","0.091106","","satisfy","","82854","1314","","","73","120","1","","0","0","","","","","","","","","","",""
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","72.47045541740954","","","4956","","16839","","396397","","42","","71.341863","results_rect","15498","0.595445","10584","satisfy","20","15544157","395739","103","complete","5905","84","1","0","","0","447","0","0","16380","","","","0.159533","","",""
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","25.253130179829895","","","4956","","16839","","121105","","42","","24.13785","results_rect","15498","0.591258","10584","satisfy","119","6980548","154704","103","complete","5905","84","1","4181","","0","447","63160","0","16380","","","","0.160416","","",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","UNKNOWN","1200.698179293424","","","9529","","31935","","4370524","","52","","1198.566235","results_rect","29952","1.11184","19500","satisfy","19","595279999","4360639","133","complete","10643","1404","0","0","","0","1919","0","0","30004","","","","0.320718","","",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","ALL_SOLUTIONS","1.90850037522614","0","","108","293","213","","","","72","","1.6764","results_rect","144","0.095101","","satisfy","","2206681","30243","","","91","144","1","","0","0","","","","","","","","","","",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","SATISFIED","13.490921500138938","","","10044","","33385","","38368","","54","","11.278476","results_rect","31266","1.13757","21276","satisfy","1873","2750319","47930","139","complete","11593","108","1","1223","","0","649","23977","0","32724","","","","0.333089","","",""
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","4.406706164591014","","","3762","","12901","","25014","","38","","3.496409","results_rect","11780","0.463632","8056","satisfy","20","1035920","24936","91","complete","4543","76","1","0","","0","387","0","0","12502","","","","0.126438","","",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","21.289799206890166","","","5764","","19460","","78768","","44","","19.930097","results_rect","17996","0.667649","12276","satisfy","5769","5878521","108629","109","complete","6803","88","1","5199","","0","484","87795","0","18964","","","","0.19026","","",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.7475092625245452","","","2112","","7334","","1202","","32","","0.112108","results_rect","6592","0.304195","4512","satisfy","2094","53830","1188","69","complete","2603","64","1","0","","0","282","2080","0","7040","","","","0.073493","","",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.5352570554242","","","8424","","28052","","4579493","","52","","1198.775646","results_rect","26208","0.954962","17836","satisfy","16","153770663","4573323","129","complete","9755","104","0","0","","0","584","0","0","27456","","","","0.271095","","",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","258.583798202686","","","126","","249","","","281","84","","258.218","results_rect","168","0.102806","","satisfy","61","207704890","7122281","","","109","168","1","0","","0","377","","","","","","1","0.00431","","","14244726"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","SATISFIED","203.37592594791204","","","6394","","21545","","625149","","46","","201.90932","results_rect","19964","0.729226","13616","satisfy","1062","40080745","882642","115","complete","7527","92","1","13217","","0","511","425138","0","21022","","","","0.204023","","",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","1.6676837503910065","","","4610","","15812","","2444","","40","","0.482908","results_rect","14580","0.582058","9440","satisfy","5180","561842","3784","97","complete","5283","840","1","27","","0","1179","12082","0","14620","","","","0.153567","","",""
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","1.4351854836568236","","","3980","","13545","","2606","","40","","0.473561","results_rect","12420","0.499464","8480","satisfy","64","160056","3409","93","complete","4759","80","1","27","","0","393","1072","0","13140","","","","0.131694","","",""
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.513177106157","","","7675","","25593","","4642787","","50","","1198.877905","results_rect","23875","0.868434","16250","satisfy","16","153821384","4639048","123","complete","8904","100","0","0","","0","556","0","0","25025","","","","0.249777","","",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","1.916739464737475","","","5214","","17603","","2587","","44","","0.722445","results_rect","16258","0.617839","11088","satisfy","75","204467","4252","105","complete","6161","88","1","83","","0","453","2454","0","17138","","","","0.170595","","",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","4.405339262448251","","","3762","","12901","","24839","","38","","3.434089","results_rect","11780","0.464484","8056","satisfy","20","1026448","24761","91","complete","4543","76","1","0","","0","387","0","0","12502","","","","0.12364","","",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.431414047256112","","","3762","","12901","","2606","","38","","0.466115","results_rect","11780","0.465321","8056","satisfy","66","166537","3492","91","complete","4543","76","1","27","","0","387","1166","0","12502","","","","0.124546","","",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","ALL_SOLUTIONS","746.941435361281","0","","144","532","283","","","","96","","746.602","results_rect","192","0.095194","","satisfy","","966353428","10452600","","","123","192","1","","0","0","","","","","","","","","","",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.6731553385034","","","8749","","29351","","4580818","","52","","1198.666073","results_rect","27508","1.02949","17836","satisfy","16","555190727","4574857","129","complete","9755","1404","0","0","","0","1883","0","0","27456","","","","0.301843","","",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","22.075914964079857","","","4420","","15053","","141756","","40","","20.947272","results_rect","13820","0.569581","9440","satisfy","21","5435243","141489","97","complete","5283","80","1","0","","0","421","0","0","14620","","","","0.141301","","",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","SATISFIED","4.605767915025353","","","8749","","29351","","9964","","52","","2.743773","results_rect","27508","1.03626","17836","satisfy","1536","2464721","14723","129","complete","9755","1404","1","203","","0","1883","8014","0","27456","","","","0.28206","","",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","3.639408156275749","","","2934","","10085","","24747","","36","","2.768474","results_rect","9162","0.387094","6264","satisfy","19","906311","24681","81","complete","3561","72","1","0","","0","335","0","0","9738","","","","0.100485","","",""
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.8178256377577782","","","2567","","8841","","1307","","34","","0.144436","results_rect","8007","0.341903","5474","satisfy","2548","69320","1606","75","complete","3124","68","1","86","","0","312","3096","0","8517","","","","0.084508","","",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","ALL_SOLUTIONS","2.01233187969774","0","","102","251","201","","","","68","","1.76817","results_rect","136","0.095359","","satisfy","","2194805","32984","","","85","136","1","","0","0","","","","","","","","","","",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","3.682985173538327","","","3312","","11390","","22260","","36","","2.775216","results_rect","10368","0.414793","7092","satisfy","19","855316","22182","85","complete","4015","72","1","0","","0","362","0","0","11016","","","","0.111531","","",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","4.512744219042361","","","2934","","10085","","26251","","36","","3.767483","results_rect","9162","0.378957","6264","satisfy","2934","1347984","30302","81","complete","3561","72","1","871","","0","335","11845","0","9738","","","","0.097687","","",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","1.6380808157846332","","","4872","","16608","","2443","","42","","0.504706","results_rect","15372","0.591507","9912","satisfy","5501","574912","3828","99","complete","5523","924","1","27","","0","1265","12829","0","15330","","","","0.160177","","",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","3.858942869119346","","","102","","201","","","225","68","","3.60994","results_rect","136","0.090439","","satisfy","43","5499248","120774","","","85","136","1","0","","0","305","","","","","","1","0.001965","","","241576"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.750170312821865","","0.0","323","12295","908","0.04","","12414","38","0.0","1.476","results_rect","874","0.108581","760","satisfy","20","9508649","22882","","","97","76","1","0","","0","1621","","","","117","-2144513483","","0.021","864","22882","23765"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","3.7119804825633764","","","3312","","11390","","22220","","36","","2.803768","results_rect","10368","0.421386","7092","satisfy","19","831686","22150","85","complete","4015","72","1","0","","0","362","0","0","11016","","","","0.118352","","",""
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.5349376061931","","","8424","","28052","","4618189","","52","","1198.755115","results_rect","26208","0.970959","17836","satisfy","16","155038835","4611953","129","complete","9755","104","0","0","","0","584","0","0","27456","","","","0.271903","","",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","ALL_SOLUTIONS","2.1135048931464553","0","","108","270","211","","","","72","","1.87269","results_rect","144","0.098679","","satisfy","","2201001","32983","","","87","144","1","","0","0","","","","","","","","","","",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","4.1686429707333446","","","3933","","13584","","24220","","38","","3.121683","results_rect","12464","0.535511","8056","satisfy","82","2867069","24142","91","complete","4543","760","1","0","","0","1069","63","0","12502","","","","0.134742","","",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","21.686949534341693","","","4610","","15812","","141707","","40","","20.591073","results_rect","14580","0.581086","9440","satisfy","102","16362248","141432","97","complete","5283","840","1","0","","0","1179","81","0","14620","","","","0.154325","","",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","70.4280646936968","","","4956","","16839","","396985","","42","","69.241105","results_rect","15498","0.583734","10584","satisfy","21","15719345","396337","103","complete","5905","84","1","0","","0","447","0","0","16380","","","","0.160665","","",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","3.448500519618392","","","2934","","10085","","24749","","36","","2.656741","results_rect","9162","0.357129","6264","satisfy","19","907862","24680","81","complete","3561","72","1","0","","0","335","0","0","9738","","","","0.093865","","",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","1.9033690998330712","","","5214","","17603","","2587","","44","","0.756666","results_rect","16258","0.609477","11088","satisfy","76","205928","4252","105","complete","6161","88","1","83","","0","453","2455","0","17138","","","","0.167293","","",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.9056745618581772","","","2232","","7813","","1198","","32","","0.108514","results_rect","7072","0.333121","4512","satisfy","2625","136933","1184","69","complete","2603","544","1","0","","0","758","2611","0","7040","","","","0.081133","","",""
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","4.362121177837253","","","6696","","22441","","12489","","48","","2.933267","results_rect","20856","0.748749","14208","satisfy","1124","902761","15521","117","complete","7827","96","1","155","","0","517","5337","0","21912","","","","0.214948","","",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","11.18754973821342","","","108","","211","","","233","72","","10.9311","results_rect","144","0.092487","","satisfy","47","19009572","275139","","","87","144","1","0","","0","321","","","","","","1","0.001943","","","550308"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNKNOWN","1200.9174391813576","","","12750","","41991","","4265200","","60","","1198.192952","results_rect","39570","1.38703","26880","satisfy","18","178827648","4261563","153","complete","14529","120","0","0","","0","729","0","0","41250","","","","0.41638","","",""
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","2.039279733784497","","","3312","","11390","","7909","","36","","1.196255","results_rect","10368","0.410301","7092","satisfy","80","428517","10041","85","complete","4015","72","1","257","","0","362","3247","0","11016","","","","0.109137","","",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.3693767609075","","0.0","602","29606","1842","0.05","","29784","56","0.0","1199.84","results_rect","1792","0.157914","1624","satisfy","16","4535025735","6800693","","","147","112","0","0","","0","3399","","","","176","1164617963","","0.048","189264","6800693","6989968"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.8435817435384","","","11745","","38729","","4163653","","58","","1198.236484","results_rect","36453","1.37726","24766","satisfy","19","164726067","4155612","147","complete","13406","116","0","0","","0","698","0","0","38019","","","","0.38683","","",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.8413265626877546","","","2703","","9384","","1307","","34","","0.139071","results_rect","8551","0.354982","5474","satisfy","3189","184817","1606","75","complete","3124","612","1","86","","0","852","3737","0","8517","","","","0.090859","","",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","738.0028534755111","","","5764","","19460","","3374679","","44","","736.709937","results_rect","17996","0.671948","12276","satisfy","21","111627622","3370525","109","complete","6803","88","1","0","","0","484","0","0","18964","","","","0.182601","","",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","3.293510504066944","","","5764","","19460","","9781","","44","","1.998418","results_rect","17996","0.648636","12276","satisfy","5769","826329","13556","109","complete","6803","88","1","559","","0","484","19394","0","18964","","","","0.17981","","",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","UNKNOWN","1200.8184639979154","","","11312","","37440","","4369367","","56","","1198.350901","results_rect","35168","1.26286","23912","satisfy","18","172804008","4360995","145","complete","12975","112","0","0","","0","692","0","0","36736","","","","0.386062","","",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.8326461212709546","","","2567","","8841","","1297","","34","","0.156894","results_rect","8007","0.340973","5474","satisfy","2548","71566","1579","75","complete","3124","68","1","108","","0","312","3145","0","8517","","","","0.085436","","",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","UNKNOWN","1200.339335235767","","0.0","468","22722","1388","0.05","","22876","48","0.0","1199.864","results_rect","1344","0.132751","1200","satisfy","16","3672001393","7494517","","","127","96","0","0","","0","2531","","","","152","1090564638","","0.036","238093","7494517","7732619"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.7999447919428349","","","2567","","8841","","1358","","34","","0.125471","results_rect","8007","0.337849","5474","satisfy","2548","53608","1343","75","complete","3124","68","1","0","","0","312","2533","0","8517","","","","0.085793","","",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","3.489751593209803","","","2934","","10085","","24739","","36","","2.784263","results_rect","9162","0.35925","6264","satisfy","18","886680","24668","81","complete","3561","72","1","0","","0","335","0","0","9738","","","","0.092916","","",""
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.7489117858931","","","12296","","40639","","4290006","","58","","1198.217257","results_rect","38222","1.37208","25984","satisfy","18","179106537","4286410","151","complete","14077","116","0","0","","0","723","0","0","39904","","","","0.408886","","",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.4577985452488","","0.0","567","28919","1722","0.05","","29090","54","0.0","1199.835","results_rect","1674","0.161175","1512","satisfy","19","3576829490","6272744","","","141","108","0","0","","0","3169","","","","169","-1997654187","","0.047","352359","6272744","6625114"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","ALL_SOLUTIONS","42.3093691682443","0","","126","435","249","","","","84","","42.0422","results_rect","168","0.107451","","satisfy","","51523272","620301","","","109","168","1","","0","0","","","","","","","","","","",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","22.012675465084612","","","4420","","15053","","141761","","40","","21.034523","results_rect","13820","0.517494","9440","satisfy","21","5408353","141489","97","complete","5283","80","1","0","","0","421","0","0","14620","","","","0.13986","","",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","22.824509538710117","","","4420","","15053","","141756","","40","","21.768188","results_rect","13820","0.552604","9440","satisfy","21","5435243","141489","97","complete","5283","80","1","0","","0","421","0","0","14620","","","","0.14507","","",""
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","SATISFIED","18.454181918874383","","","8075","","27015","","47322","","50","","16.770666","results_rect","25175","0.919933","17150","satisfy","658","4439080","81723","127","complete","9408","100","1","1428","","0","578","47833","0","26425","","","","0.261099","","",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","SATISFIED","10.552020780742168","","","8075","","27015","","33364","","50","","8.794628","results_rect","25175","0.956277","17150","satisfy","541","2390131","47925","127","complete","9408","100","1","1421","","0","578","27370","0","26425","","","","0.270787","","",""
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","88.688537244685","","","10444","","34575","","237895","","56","","86.485121","results_rect","32452","1.20815","22064","satisfy","1968","19983511","339909","141","complete","11991","112","1","9795","","0","655","237872","0","33908","","","","0.349764","","",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","6.534963178448379","","","10822","","36086","","14601","","56","","4.345442","results_rect","33964","1.19535","22064","satisfy","1956","3516865","19403","141","complete","11991","1624","1","85","","0","2166","8062","0","33908","","","","0.354147","","",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","SATISFIED","8.613962767645717","","","9529","","31935","","17306","","52","","6.448205","results_rect","29952","1.10147","19500","satisfy","2446","5384457","24754","133","complete","10643","1404","1","685","","0","1919","16341","0","30004","","","","0.339586","","",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.922318710014224","","","1965","","6903","","1097","","30","","0.126242","results_rect","6165","0.324126","4230","satisfy","1952","66359","1347","67","complete","2458","60","1","81","","0","276","2436","0","6615","","","","0.073341","","",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","ALL_SOLUTIONS","434.8100369591266","0","","132","607","261","","","","88","","434.348","results_rect","176","0.104517","","satisfy","","574550905","6160276","","","115","176","1","","0","0","","","","","","","","","","",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","UNKNOWN","1200.1648414274678","","","138","","273","","","309","92","","1199.9","results_rect","184","0.092583","","satisfy","57","845072070","31509841","","","121","184","0","0","","0","413","","","","","","0","0.005011","","","63019794"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","SATISFIED","95.23063181899488","","","7675","","25593","","314320","","50","","93.460154","results_rect","23875","0.859144","16250","satisfy","138","19141600","406243","123","complete","8904","100","1","7787","","0","556","180554","0","25025","","","","0.251969","","",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","ALL_SOLUTIONS","427.5185180241242","0","","132","607","261","","","","88","","427.153","results_rect","176","0.093483","","satisfy","","574550905","6160276","","","115","176","1","","0","0","","","","","","","","","","",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","SATISFIED","56.001600126735866","","","13185","","43730","","165503","","60","","53.293259","results_rect","41310","1.41458","26880","satisfy","2001","43636260","229713","153","complete","14529","1860","1","3117","","0","2468","105688","0","41250","","","","0.432281","","",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","71.97450865060091","","","4956","","16839","","396683","","42","","70.866659","results_rect","15498","0.585276","10584","satisfy","20","15109625","396068","103","complete","5905","84","1","0","","0","447","0","0","16380","","","","0.1597","","",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","3.503921461291611","","","2934","","10085","","24747","","36","","2.730042","results_rect","9162","0.357291","6264","satisfy","19","906311","24681","81","complete","3561","72","1","0","","0","335","0","0","9738","","","","0.0945","","",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","3.4719666056334972","","","2754","","9555","","24734","","34","","2.757963","results_rect","8636","0.362525","5916","satisfy","17","884461","24669","79","complete","3383","68","1","0","","0","329","0","0","9214","","","","0.09399","","",""
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","779.5248262537643","","","5764","","19460","","3364646","","44","","778.237745","results_rect","17996","0.65637","12276","satisfy","21","111034846","3360425","109","complete","6803","88","1","0","","0","484","0","0","18964","","","","0.181792","","",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","26.175754732452333","","","4956","","16839","","121115","","42","","24.999333","results_rect","15498","0.589445","10584","satisfy","114","6968071","154559","103","complete","5905","84","1","4181","","0","447","62971","0","16380","","","","0.15988","","",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","55.6400974933058","","","10444","","34575","","152601","","56","","53.445515","results_rect","32452","1.1634","22064","satisfy","1968","12141076","204753","141","complete","11991","112","1","6153","","0","655","141567","0","33908","","","","0.343091","","",""
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","22.227276669815183","","","4420","","15053","","141727","","40","","21.21636","results_rect","13820","0.532844","9440","satisfy","21","5432407","141465","97","complete","5283","80","1","0","","0","421","0","0","14620","","","","0.141851","","",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","SATISFIED","4.49795953091234","","","8375","","28214","","9964","","50","","2.62784","results_rect","26375","1.02443","17150","satisfy","1466","2386879","14661","127","complete","9408","1300","1","203","","0","1777","7764","0","26425","","","","0.272714","","",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","15.30082252714783","","","5764","","19460","","51251","","44","","13.989397","results_rect","17996","0.681049","12276","satisfy","915","3802732","80967","109","complete","6803","88","1","2081","","0","484","48098","0","18964","","","","0.190622","","",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","1.7698477134108543","","0.0","350","12814","994","0.04","","12936","40","0.0","1.499","results_rect","960","0.111132","840","satisfy","23","10228369","22882","","","99","80","1","0","","0","1783","","","","120","-137627590","","0.022","1101","22882","24005"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.33621880505234003","","","90","","177","","","197","60","","0.07844","results_rect","120","0.093497","","satisfy","26","158957","3010","","","73","120","1","0","","0","269","","","","","","1","0.001657","","","6036"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","SATISFIED","92.94599296804518","","","7675","","25593","","314319","","50","","91.342025","results_rect","23875","0.844118","16250","satisfy","103","19223716","406221","123","complete","8904","100","1","7787","","0","556","180492","0","25025","","","","0.24928","","",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","SATISFIED","137.63959548342973","","","6394","","21545","","494762","","46","","136.22496","results_rect","19964","0.73862","13616","satisfy","1062","31040634","622829","115","complete","7527","92","1","15339","","0","511","315658","0","21022","","","","0.210147","","",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.6449734745547","","","10444","","34575","","3944760","","56","","1198.487592","results_rect","32452","1.16573","22064","satisfy","16","157585387","3942230","141","complete","11991","112","0","0","","0","655","0","0","33908","","","","0.34408","","",""
