"configuration","problem","model","data_file","status","time","nodes","evaluatedHalfReifiedConstraints","randomSeed","nSolutions","blockType","failures","intVars","peakDepth","variables","restarts","boolVariables","backjumps","oracleDecisions","nogoods","unifiedVariables","solveTime","flatBoolVars","propagators","flatBoolConstraints","flatTime","flatIntConstraints","baseMem","solutions","paths","flatIntVars","run","peakMem","propagations","objective","objectiveBound","extractedViews","userDecisions","initTime","trailMem","evaluatedReifiedConstraints","eliminatedImplications","intVariables","method"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","22.098849968984723","","924","","1","complete","141407","","114","","0","","","92","","0","20.975678","15372","1265","4872","0.597273","16608","","","0","5523","results_rect_new","","17060885","","","15330","141684","0.162903","","9912","42","99","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.7280903309584","","108","","0","complete","3586592","","16","","0","","","0","","0","1198.505334","31266","649","10044","1.1552","33385","","","0","11593","results_rect_new","","142685808","","","32724","3588955","0.336865","","21276","54","139","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","UNKNOWN","1200.6420880630612","","100","","0","complete","4002938","","16","","0","","","0","","0","1198.755421","25175","578","8075","0.968561","27015","","","0","9408","results_rect_new","","134236183","","","26425","4008209","0.273427","","17150","50","127","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","3.222971915267408","","612","","1","complete","24566","","66","","0","","","48","","0","2.428603","9180","870","2890","0.408932","10098","","","0","3383","results_rect_new","","2378242","","","9214","24624","0.099594","","5916","34","79","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","3.807926299981773","","72","","1","complete","24688","","19","","0","","","0","","0","2.921008","9162","335","2934","0.404974","10085","","","0","3561","results_rect_new","","908237","","","9738","24758","0.099397","","6264","36","81","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.3117403099313","7321093","100","1259932440","0","","6988390","159","17","25214","0","25053","332695","","6988390","","1199.859","1450","2737","500","0.137345","1496","0.0","","0","133","results_rect_new","0.0","3510356435","","","","","0.044","0.05","1300","50","","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.6470040464774","","112","","0","complete","3500922","","16","","0","","","0","","0","1198.489658","32452","655","10444","1.16013","34575","","","0","11991","results_rect_new","","140021060","","","33908","3503191","0.347278","","22064","56","141","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","4.2290702648460865","","840","","1","complete","24052","","97","","0","","","76","","0","3.166355","13180","1151","4170","0.537966","14304","","","0","4759","results_rect_new","","2982250","","","13140","24133","0.142478","","8480","40","93","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","83.56347959954292","","88","","1","complete","395374","","23","","0","","","0","","0","82.25482","16258","453","5214","0.629227","17603","","","0","6161","results_rect_new","","15192648","","","17138","396051","0.168495","","11088","44","105","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","ALL_SOLUTIONS","2.0568655226379633","","144","","1","","32983","","","","","270","","","","","1.80327","144","","108","0.102349","211","","","0","87","results_rect_new","","2201001","0","0","","","","","","72","","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.8988948967308","","116","","0","complete","3932835","","18","","0","","","0","","0","1198.242447","38222","723","12296","1.35386","40639","","","0","14077","results_rect_new","","165879430","","","39904","3936094","0.404279","","25984","58","151","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","18.834338631480932","136679","80","-585578178","1","","132118","124","20","14274","0","14148","4540","","132118","","18.449","960","1787","350","0.12118","996","0.0","","0","103","results_rect_new","0.0","55491142","","","","","0.026","0.04","840","40","","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.2877737823874","53743570","232","","0","","26871776","","60","387","0","","","","","","1199.89","232","519","174","0.107719","343","","0","0","153","results_rect_new","","814118952","","","","","0.008487","","","116","","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","ALL_SOLUTIONS","0.3417188785970211","","136","","1","","1674","","","","","143","","","","","0.098841","136","","102","0.09543","199","","","0","81","results_rect_new","","86328","0","0","","","","","","68","","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","66.41410364210606","","924","","1","complete","389785","","130","","0","","","112","","0","65.134368","16338","1286","5166","0.632767","17678","","","0","5905","results_rect_new","","46629806","","","16380","390466","0.172911","","10584","42","103","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","814.1914427531883","","88","","1","complete","3360107","","21","","0","","","0","","0","812.851205","17996","484","5764","0.680052","19460","","","0","6803","results_rect_new","","111062060","","","18964","3364271","0.189095","","12276","44","109","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.7011482222005725","","60","","1","complete","1184","","1948","","0","","","1935","","0","0.118939","6165","276","1965","0.285745","6903","","","0","2458","results_rect_new","","53188","","","6615","1197","0.068873","","4230","30","67","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.8047962067649","","116","","0","complete","3793648","","18","","0","","","0","","0","1198.295371","36453","698","11745","1.30874","38729","","","0","13406","results_rect_new","","153896196","","","38019","3799720","0.392098","","24766","58","147","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","82.67442445643246","","88","","1","complete","396700","","23","","0","","","0","","0","81.48597","16258","453","5214","0.618291","17603","","","0","6161","results_rect_new","","15869658","","","17138","397376","0.170739","","11088","44","105","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","ALL_SOLUTIONS","43.28750535752624","","176","","1","","620302","","","","","460","","","","","43.0325","176","","132","0.103864","259","","","0","111","results_rect_new","","51631820","0","0","","","","","","88","","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","467.23892610147595","3321103","88","456690078","1","","3185175","138","21","18264","0","18124","135910","","3185175","","466.9","1144","2143","407","0.120531","1184","0.0","","0","115","results_rect_new","0.0","1416483095","","","","","0.03","0.05","1012","44","","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","78.92400274705142","","84","","1","complete","397579","","21","","0","","","0","","0","77.777331","15498","447","4956","0.597767","16839","","","0","5905","results_rect_new","","15816542","","","16380","398242","0.162607","","10584","42","103","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.9335331320762634","","68","","1","complete","1343","","2548","","0","","","2533","","0","0.137423","8007","312","2567","0.375001","8841","","","0","3124","results_rect_new","","53608","","","8517","1358","0.088297","","5474","34","75","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.6322561679408","","100","","0","complete","4276712","","16","","0","","","0","","0","1198.82125","23875","556","7675","0.920505","25593","","","0","8904","results_rect_new","","142117915","","","25025","4280260","0.256128","","16250","50","123","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.7149411235005","","108","","0","complete","3463955","","16","","0","","","0","","0","1198.420666","31266","649","10044","1.23805","33385","","","0","11593","results_rect_new","","138267419","","","32724","3466200","0.340677","","21276","54","139","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","3.654657588340342","","68","","1","complete","24678","","18","","0","","","0","","0","2.827941","8636","329","2754","0.360829","9555","","","0","3383","results_rect_new","","905357","","","9214","24735","0.0935","","5916","34","79","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","11.163574604317546","550308","144","","1","","275139","","47","233","0","","","","","","10.8096","144","321","108","0.1016","211","","1","0","87","results_rect_new","","19009572","","","","","0.006511","","","72","","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.7388935349882","","108","","0","complete","3584173","","16","","0","","","0","","0","1198.506183","31266","649","10044","1.14755","33385","","","0","11593","results_rect_new","","142593743","","","32724","3586535","0.342938","","21276","54","139","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.3081999868154526","1233","64","-1009531093","1","","1182","96","12","8090","0","7992","38","","1182","","0.057","640","1171","248","0.102725","668","0.0","","0","79","results_rect_new","0.0","500789","","","","","0.014","0.02","544","32","","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","ALL_SOLUTIONS","13.148991103284061","","160","","1","","209027","","","","","324","","","","","12.8758","160","","120","0.097286","237","","","0","103","results_rect_new","","15874730","0","0","","","","","","80","","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","UNKNOWN","1200.5274886712432","","92","","0","complete","4529883","","18","","0","","","0","","0","1199.04713","19964","511","6394","0.744198","21545","","","0","7527","results_rect_new","","151386637","","","21022","4533328","0.20669","","13616","46","115","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.4214938404039","6555971","116","-75970486","0","","6258906","183","20","33194","0","33009","297053","","6258906","","1199.825","1914","3637","638","0.172167","1966","0.0","","0","153","results_rect_new","0.0","4014092113","","","","","0.053","0.05","1740","58","","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","UNKNOWN","1200.5954710775986","","96","","0","complete","4346201","","16","","0","","","0","","0","1198.927706","22896","550","7344","0.826933","24610","","","0","8575","results_rect_new","","144879991","","","24048","4349697","0.24455","","15600","48","121","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.255408522673","6244690","116","124363117","0","","6050536","187","18","34814","0","34625","194142","","6050536","","1199.85","1914","3641","638","0.146172","1968","0.0","","0","157","results_rect_new","0.0","3557834747","","","","","0.055","0.05","1740","58","","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.2648789528757","60814834","200","","0","","30407316","","54","337","0","","","","","","1199.9","200","449","150","0.093775","297","","0","0","133","results_rect_new","","669785854","","","","","0.003594","","","100","","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNKNOWN","1200.7964229453355","","120","","0","complete","3819398","","18","","0","","","0","","0","1198.059023","39570","729","12750","1.50996","41991","","","0","14529","results_rect_new","","161491048","","","41250","3822583","0.428402","","26880","60","153","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.33847182244062424","6400","128","","1","","3191","","31","205","0","","","","","","0.091305","128","285","96","0.088057","187","","1","0","75","results_rect_new","","183306","","","","","0.001708","","","64","","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","831.585931494832","","92","","1","complete","3369986","","22","","0","","","0","","0","830.134345","18837","490","6049","0.693558","20305","","","0","7086","results_rect_new","","112075795","","","19803","3374169","0.195502","","12834","46","111","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","832.4944643173367","","92","","1","complete","3362144","","22","","0","","","0","","0","831.173391","18837","490","6049","0.68904","20305","","","0","7086","results_rect_new","","111535602","","","19803","3366373","0.19269","","12834","46","111","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.770475952886","","1512","","0","complete","4266832","","19","","0","","","0","","0","1198.509572","31185","2029","9936","1.14945","33172","","","0","11022","results_rect_new","","599829989","","","31131","4276468","0.338005","","20250","54","135","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","24.256583659909666","","80","","1","complete","141625","","21","","0","","","0","","0","23.204748","13820","421","4420","0.550343","15053","","","0","5283","results_rect_new","","5436794","","","14620","141890","0.146225","","9440","40","97","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.722151966765523","","480","","1","complete","1183","","2413","","0","","","2400","","0","0.104516","6585","692","2070","0.302759","7322","","","0","2458","results_rect_new","","129717","","","6615","1196","0.073116","","4230","30","67","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","13.539840575307608","593347","160","","1","","296659","","42","261","0","","","","","","13.3346","160","357","120","0.086048","235","","1","0","99","results_rect_new","","16314832","","","","","0.002026","","","80","","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.638375566341","6864623","104","-148373404","0","","6547719","162","17","26022","0","25858","316894","","6547719","","1199.839","1560","2947","533","0.158752","1606","0.0","","0","135","results_rect_new","0.0","3451186269","","","","","0.057","0.05","1404","52","","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNKNOWN","1200.8807020755485","","120","","0","complete","3818841","","18","","0","","","0","","0","1198.174334","39570","729","12750","1.39298","41991","","","0","14529","results_rect_new","","161468354","","","41250","3822022","0.429158","","26880","60","153","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","4.072897500358522","","72","","1","complete","24668","","18","","0","","","0","","0","3.214488","9162","335","2934","0.386928","10085","","","0","3561","results_rect_new","","886680","","","9738","24739","0.09935","","6264","36","81","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","UNKNOWN","1200.4911596430466","","96","","0","complete","4474279","","16","","0","","","0","","0","1198.925976","22896","550","7344","0.824136","24610","","","0","8575","results_rect_new","","148719467","","","24048","4477877","0.246097","","15600","48","121","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.7685897322372","","112","","0","complete","3417466","","16","","0","","","0","","0","1198.475949","32452","655","10444","1.16956","34575","","","0","11991","results_rect_new","","136930681","","","33908","3419680","0.350458","","22064","56","141","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.6925412463024259","","60","","1","complete","1184","","1948","","0","","","1935","","0","0.11633","6165","276","1965","0.283145","6903","","","0","2458","results_rect_new","","53203","","","6615","1197","0.06859","","4230","30","67","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.824782111682","","1624","","0","complete","3908663","","16","","0","","","0","","0","1198.39442","33964","2166","10822","1.23503","36086","","","0","11991","results_rect_new","","549100126","","","33908","3911075","0.366094","","22064","56","141","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","24.091227621771395","","80","","1","complete","141576","","21","","0","","","0","","0","22.916198","13820","421","4420","0.561117","15053","","","0","5283","results_rect_new","","5432923","","","14620","141840","0.147842","","9440","40","97","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","3.769487641751766","","72","","1","complete","24680","","19","","0","","","0","","0","2.962712","9162","335","2934","0.386763","10085","","","0","3561","results_rect_new","","907862","","","9738","24749","0.098511","","6264","36","81","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.7947717588395","","116","","0","complete","3917908","","18","","0","","","0","","0","1198.117792","38222","723","12296","1.47255","40639","","","0","14077","results_rect_new","","165223671","","","39904","3921180","0.407046","","25984","58","151","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","UNKNOWN","1200.3245899323374","","192","","0","","","","","","","","","","","","","192","","144","0.103655","285","","","0","127","results_rect_new","","","","","","","","","","96","","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.7431471366435","","116","","0","complete","3940901","","18","","0","","","0","","0","1198.246776","38222","723","12296","1.35198","40639","","","0","14077","results_rect_new","","166188010","","","39904","3944189","0.398355","","25984","58","151","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","UNKNOWN","1200.4795117387548","","96","","0","complete","4384453","","19","","0","","","0","","0","1199.003036","20856","517","6696","0.7715","22441","","","0","7827","results_rect_new","","148191422","","","21912","4387878","0.223037","","14208","48","117","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.3132089124992","","216","","0","","","","","","","","","","","","","216","","162","0.09798","321","","","0","145","results_rect_new","","","","","","","","","","108","","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.3321752529591322","1236","68","-399906758","1","","1182","99","15","8498","0","8397","38","","1182","","0.059","714","1309","272","0.105317","742","0.0","","0","81","results_rect_new","0.0","545203","","","","","0.015","0.02","612","34","","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.3223571171984","","232","","0","","","","","","","","","","","","","232","","174","0.105194","343","","","0","153","results_rect_new","","","","","","","","","","116","","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","UNKNOWN","1200.5305960066617","","100","","0","complete","3971573","","16","","0","","","0","","0","1198.769482","25175","578","8075","0.956339","27015","","","0","9408","results_rect_new","","133899073","","","26425","3976707","0.270808","","17150","50","127","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.6146891368553","","108","","0","complete","3950070","","19","","0","","","0","","0","1198.591737","29781","626","9585","1.09071","31769","","","0","11022","results_rect_new","","147278779","","","31131","3959104","0.315758","","20250","54","135","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.6593851335347","","1512","","0","complete","3952253","","16","","0","","","0","","0","1198.450063","32670","2052","10395","1.19474","34788","","","0","11593","results_rect_new","","538007250","","","32724","3954682","0.353401","","21276","54","139","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","UNKNOWN","1200.695117123425","","112","","0","complete","3925684","","18","","0","","","0","","0","1198.365487","35168","692","11312","1.25592","37440","","","0","12975","results_rect_new","","157941192","","","36736","3932025","0.375846","","23912","56","145","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.9095175722614","","116","","0","complete","3788755","","18","","0","","","0","","0","1198.281623","36453","698","11745","1.3171","38729","","","0","13406","results_rect_new","","152991746","","","38019","3794865","0.397109","","24766","58","147","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","UNKNOWN","1200.614270845428","","96","","0","complete","4491650","","19","","0","","","0","","0","1198.99524","20856","517","6696","0.777259","22441","","","0","7827","results_rect_new","","150481939","","","21912","4495137","0.223901","","14208","48","117","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","4.759086344391108","","76","","1","complete","24734","","20","","0","","","0","","0","3.67696","11780","387","3762","0.473974","12901","","","0","4543","results_rect_new","","1026648","","","12502","24809","0.127389","","8056","38","91","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","854.2770183095708","","92","","1","complete","3361582","","22","","0","","","0","","0","852.816638","18837","490","6049","0.69894","20305","","","0","7086","results_rect_new","","110763050","","","19803","3365785","0.196094","","12834","46","111","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.634825010784","","104","","0","complete","3920924","","16","","0","","","0","","0","1198.6891","26208","584","8424","1.01881","28052","","","0","9755","results_rect_new","","132906875","","","27456","3926238","0.288153","","17836","52","129","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","UNKNOWN","1200.5466864909977","","96","","0","complete","4435462","","19","","0","","","0","","0","1199.02111","20856","517","6696","0.757322","22441","","","0","7827","results_rect_new","","148964076","","","21912","4438892","0.220234","","14208","48","117","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","1.5816237330436707","20914","72","-941250214","1","","20168","110","19","10916","0","10804","727","","20168","","1.31","792","1463","297","0.108391","824","0.0","","0","91","results_rect_new","0.0","7626606","","","","","0.018","0.04","684","36","","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","ALL_SOLUTIONS","0.3242010436952114","","128","","1","","1314","","","","","155","","","","","0.087348","128","","96","0.088707","187","","","0","75","results_rect_new","","83708","0","0","","","","","","64","","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","3.7802654383704066","","68","","1","complete","24672","","18","","0","","","0","","0","2.967858","8636","329","2754","0.391854","9555","","","0","3383","results_rect_new","","903524","","","9214","24728","0.094156","","5916","34","79","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","820.6118538537994","","88","","1","complete","3365482","","21","","0","","","0","","0","819.322209","17996","484","5764","0.672194","19460","","","0","6803","results_rect_new","","111307249","","","18964","3369742","0.187792","","12276","44","109","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","UNKNOWN","1200.674765529111","","1200","","0","complete","4972779","","19","","0","","","0","","0","1198.942028","21960","1620","6972","0.815268","23544","","","0","7827","results_rect_new","","575795400","","","21912","4976783","0.242424","","14208","48","117","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.3969286391512","","200","","0","","","","","","","","","","","","","200","","150","0.111616","297","","","0","133","results_rect_new","","","","","","","","","","100","","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","ALL_SOLUTIONS","1.9773091720417142","","152","","1","","31980","","","","","250","","","","","1.74074","152","","114","0.095609","225","","","0","97","results_rect_new","","2211294","0","0","","","","","","76","","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.5747664356604","","100","","0","complete","3946402","","16","","0","","","0","","0","1198.773549","25175","578","8075","0.949674","27015","","","0","9408","results_rect_new","","132467207","","","26425","3951495","0.270084","","17150","50","127","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","3.7484996588900685","","68","","1","complete","24672","","18","","0","","","0","","0","2.918941","8636","329","2754","0.36279","9555","","","0","3383","results_rect_new","","903524","","","9214","24728","0.094431","","5916","34","79","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","24.856219922192395","","84","","1","complete","141714","","22","","0","","","0","","0","23.690733","14532","427","4662","0.567139","15769","","","0","5523","results_rect_new","","5460576","","","15330","141978","0.15441","","9912","42","99","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","UNKNOWN","1200.5370625937358","","96","","0","complete","4404715","","16","","0","","","0","","0","1198.783412","22896","550","7344","0.964039","24610","","","0","8575","results_rect_new","","146270627","","","24048","4408240","0.248677","","15600","48","121","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.8294776398688555","","60","","1","complete","1184","","1948","","0","","","1935","","0","0.117669","6165","276","1965","0.285974","6903","","","0","2458","results_rect_new","","53206","","","6615","1197","0.068395","","4230","30","67","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.215314220637","59881111","216","","0","","29940474","","71","359","0","","","","","","1199.9","216","483","162","0.095991","319","","0","0","141","results_rect_new","","619870114","","","","","0.003702","","","108","","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.7015894623473287","","60","","1","complete","1184","","1948","","0","","","1935","","0","0.118867","6165","276","1965","0.285473","6903","","","0","2458","results_rect_new","","53183","","","6615","1197","0.06891","","4230","30","67","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","UNKNOWN","1200.8693548040465","","112","","0","complete","3882369","","18","","0","","","0","","0","1198.329593","35168","692","11312","1.27697","37440","","","0","12975","results_rect_new","","155655154","","","36736","3888560","0.390381","","23912","56","145","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.751441645436","","108","","0","complete","3647258","","16","","0","","","0","","0","1198.505372","31266","649","10044","1.15981","33385","","","0","11593","results_rect_new","","144914197","","","32724","3649662","0.332141","","21276","54","139","satisfy"
