"configuration","problem","model","data_file","status","time","propagators","flatBoolVars","evaluatedHalfReifiedConstraints","blockType","flatIntConstraints","initTime","userDecisions","evaluatedReifiedConstraints","nSolutions","solveTime","flatBoolConstraints","extractedViews","flatTime","peakDepth","method","restarts","oracleDecisions","propagations","unifiedVariables","failures","paths","run","objective","flatIntVars","intVariables"
"Huub_vsid_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.03.dzn","UNKNOWN","1204.7812542105094","55926","131429","428","init","191572","4.155315","","92057","0","","39113","102874","5.77098","","minimize","","","","0","","0","results_carpet","","95275","29397"
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1203.5393535587937","39104","63956","114","init","104804","2.910509","","45800","0","","18110","45800","2.90234","","minimize","","","","0","","0","results_carpet","","55441","18161"
"Huub_user_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1203.4347164696082","39104","63956","114","init","104804","2.80325","","45800","0","","18110","45800","2.82562","","minimize","","","","0","","0","results_carpet","","55441","18161"
"Huub_vsid_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","UNKNOWN","1203.4131542472169","39575","67662","225","init","101079","3.215228","","46692","0","","20845","46696","2.81929","","minimize","","","","0","","0","results_carpet","","51819","21256"
"Huub_user_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","SATISFIED","1206.5683349138126","146047","246973","1225","complete","326937","8.560435","48658","169682","11","1181.135407","76477","204778","10.5435","153183","minimize","0","1684291","31752950","0","47778","0","results_carpet","1316","151903","58395"
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","UNKNOWN","1203.2541146511212","54286","75238","4160","init","138846","2.450917","","55743","0","","16540","55862","3.91977","","minimize","","","","0","","0","results_carpet","","78022","14686"
"Huub_free_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.07.dzn","OPTIMAL_SOLUTION","152.7082748906687","32044","38481","1532","complete","70595","1.389754","6196","29066","181","147.266404","8371","31126","2.03398","43504","minimize","11","8701162","71457718","0","5454","0","results_carpet","2370","39090","18017"
"Huub_free_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.17.dzn","OPTIMAL_SOLUTION","1014.4746203105897","49580","79261","4559","complete","117453","2.560572","21471","54874","620","1003.959525","21155","63972","4.041159","69310","minimize","939","42573520","345057090","0","19148","0","results_carpet","1862","57134","22263"
"Huub_vsid_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","UNKNOWN","1211.2041773293167","131733","401546","2284","init","508600","17.289319","","273920","0","","126042","343262","16.540199","","minimize","","","","0","","0","results_carpet","","227513","62106"
"Huub_free_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","UNKNOWN","1202.7512382911518","39575","67662","225","init","101079","2.981836","","46692","0","","20845","46696","2.66288","","minimize","","","","0","","0","results_carpet","","51819","21256"
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.17.dzn","UNKNOWN","1204.4697680426762","37430","79261","4559","init","117453","2.006085","","54874","0","","21155","63972","3.71707","","minimize","","","","0","","0","results_carpet","","57134","11765"
"Huub_vsid_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1207.2474501179531","85281","226725","1031","init","310217","8.233594","","156361","0","","69684","181479","9.40532","","minimize","","","","0","","0","results_carpet","","148741","46927"
"Huub_user_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","UNKNOWN","1204.3233329290524","53097","85313","4732","init","142671","2.469669","","60675","0","","21244","62688","4.1379","","minimize","","","","0","","0","results_carpet","","76363","17550"
"Huub_free_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","UNKNOWN","1211.359298504889","131733","401546","2284","init","508600","12.820915","","273920","0","","126042","343262","16.5635","","minimize","","","","0","","0","results_carpet","","227513","62106"
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","UNKNOWN","1203.917416159995","53097","85313","4732","init","142671","2.495762","","60675","0","","21244","62688","4.15885","","minimize","","","","0","","0","results_carpet","","76363","17550"
"Huub_free_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","UNKNOWN","1202.9362761387601","41175","74443","3478","init","118711","1.696025","","52989","0","","19008","58991","3.6078","","minimize","","","","0","","0","results_carpet","","61253","13179"
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","UNKNOWN","1208.9386174073443","152061","381858","1318","init","529883","12.317796","","264931","0","","116026","306085","15.763","","minimize","","","","0","","0","results_carpet","","257309","77866"
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","UNKNOWN","1203.3561939522624","39575","67662","225","init","101079","3.205063","","46692","0","","20845","46696","2.79174","","minimize","","","","0","","0","results_carpet","","51819","21256"
"Huub_free_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.18.dzn","UNKNOWN","1202.7646357379854","37558","65242","4004","init","98928","1.802259","","45238","0","","17186","51459","3.19524","","minimize","","","","0","","0","results_carpet","","48937","11416"
"Huub_vsid_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1202.7222072854638","32968","46170","1635","init","88225","1.564061","","35186","90","","9859","35315","2.43899","","minimize","","","","0","","0","results_carpet","4108","50479","9312"
"Huub_user_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","UNKNOWN","1202.9729060083628","39575","67662","225","init","101079","3.077625","","46692","0","","20845","46696","2.77895","","minimize","","","","0","","0","results_carpet","","51819","21256"
"Huub_vsid_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.18.dzn","SATISFIED","1203.3807952608913","47033","65242","4004","complete","98928","2.303721","0","45238","900","1194.420875","17186","51459","3.33645","56391","minimize","0","57422837","341491978","0","5732","0","results_carpet","2603","48937","19890"
"Huub_free_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","SATISFIED","1203.0941033260897","66911","75238","4160","complete","138846","4.028701","1853","55743","479","1192.454752","16540","55862","3.91744","91235","minimize","5","44451927","370058450","0","2473","0","results_carpet","5657","78022","37768"
"Huub_user_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","UNKNOWN","1206.6249488117173","82422","246973","1225","complete","326937","7.701413","63713571","169682","0","1182.703587","76477","204778","10.4449","139156","minimize","0","0","150799656","0","5373","0","results_carpet","","151903","44537"
"Huub_free_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","SATISFIED","1205.724290739745","96277","219411","851","init","314333","8.638391","","151921","1","","66933","164982","8.6622","","minimize","","","","0","","0","results_carpet","1933","157346","55219"
"Huub_user_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","UNKNOWN","1203.2963484860957","31871","58127","184","init","87485","2.634817","","40204","0","","17824","40208","2.37012","","minimize","","","","0","","0","results_carpet","","44866","18170"
"Huub_vsid_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.03.dzn","UNKNOWN","1204.1247147815302","55926","131429","428","init","191572","4.015622","","92057","0","","39113","102874","5.76724","","minimize","","","","0","","0","results_carpet","","95275","29397"
"Huub_vsid_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","SATISFIED","1205.9827907858416","72526","93583","4179","complete","154825","3.248355","0","67551","461","1192.181493","23050","73929","5.06832","110401","minimize","0","52407034","247629520","0","4849","0","results_carpet","4843","81889","36349"
"Huub_vsid_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.07.dzn","OPTIMAL_SOLUTION","208.55048512108624","32044","38481","1532","complete","70595","1.378264","0","29066","366","203.122962","8371","31126","2.0204","44325","minimize","0","17997381","96290686","0","2261","0","results_carpet","2370","39090","18017"
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","UNKNOWN","1203.0209565609694","31871","58127","184","init","87485","2.512923","","40204","0","","17824","40208","2.21687","","minimize","","","","0","","0","results_carpet","","44866","18170"
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","UNKNOWN","1208.9050434827805","131733","401546","2284","init","508600","11.824686","","273920","0","","126042","343262","16.372699","","minimize","","","","0","","0","results_carpet","","227513","62106"
"Huub_free_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1205.8032780745998","85281","226725","1031","init","310217","8.170406","","156361","0","","69684","181479","9.14678","","minimize","","","","0","","0","results_carpet","","148741","46927"
"Huub_vsid_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","UNKNOWN","1202.6284419968724","31871","58127","184","init","87485","2.508316","","40204","0","","17824","40208","2.37826","","minimize","","","","0","","0","results_carpet","","44866","18170"
"Huub_free_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.07.dzn","SATISFIED","1203.1925425352529","26843","38481","1532","init","70595","0.968564","","29066","41","","8371","31126","1.99508","","minimize","","","","0","","0","results_carpet","3733","39090","7348"
"Huub_user_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","OPTIMAL_SOLUTION","433.97432581335306","67711","67230","149","complete","109747","3.113595","48315","48118","19","426.367982","19034","48122","2.54627","59768","minimize","0","1092323","249100701","0","47939","0","results_carpet","963","58256","29132"
"Huub_free_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.03.dzn","UNKNOWN","1204.1594990016893","55926","131429","428","init","191572","4.066644","","92057","0","","39113","102874","5.59491","","minimize","","","","0","","0","results_carpet","","95275","29397"
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.07.dzn","UNKNOWN","1202.990233275108","26843","38481","1532","init","70595","0.98195","","29066","0","","8371","31126","2.08621","","minimize","","","","0","","0","results_carpet","","39090","7348"
"Huub_free_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","UNKNOWN","1202.5985839050263","31871","58127","184","init","87485","2.555058","","40204","0","","17824","40208","2.31246","","minimize","","","","0","","0","results_carpet","","44866","18170"
"Huub_vsid_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","UNKNOWN","1204.9839636581019","81113","172680","948","init","222683","5.22211","","117680","0","","54379","143748","6.38302","","minimize","","","","0","","0","results_carpet","","100973","31949"
"Huub_free_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.07.dzn","SATISFIED","1203.7026068782434","26843","38481","1532","init","70595","0.948022","","29066","41","","8371","31126","2.11884","","minimize","","","","0","","0","results_carpet","3733","39090","7348"
"Huub_free_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","UNKNOWN","1203.2533316249028","39575","67662","225","init","101079","3.004751","","46692","0","","20845","46696","2.66023","","minimize","","","","0","","0","results_carpet","","51819","21256"
"Huub_user_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","UNKNOWN","1203.8010169593617","53097","85313","4732","init","142671","2.545311","","60675","0","","21244","62688","4.020299","","minimize","","","","0","","0","results_carpet","","76363","17550"
"Huub_free_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","UNKNOWN","1209.0452105030417","152061","381858","1318","init","529883","12.404702","","264931","0","","116026","306085","16.2173","","minimize","","","","0","","0","results_carpet","","257309","77866"
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","UNKNOWN","1205.7511215880513","96277","219411","851","init","314333","8.712327","","151921","0","","66933","164982","8.93465","","minimize","","","","0","","0","results_carpet","","157346","55219"
"Huub_free_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","UNKNOWN","1202.5466371895745","31871","58127","184","init","87485","2.491522","","40204","0","","17824","40208","2.22262","","minimize","","","","0","","0","results_carpet","","44866","18170"
"Huub_vsid_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.17.dzn","UNKNOWN","1204.589963085018","37430","79261","4559","init","117453","2.000134","","54874","0","","21155","63972","4.06132","","minimize","","","","0","","0","results_carpet","","57134","11765"
"Huub_free_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1203.8182941032574","44826","67230","149","init","109747","2.808469","","48118","0","","19034","48122","2.77019","","minimize","","","","0","","0","results_carpet","","58256","19568"
"Huub_vsid_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","UNKNOWN","1208.800372631289","131733","401546","2284","init","508600","13.269214","","273920","0","","126042","343262","15.975","","minimize","","","","0","","0","results_carpet","","227513","62106"
"Huub_free_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","SATISFIED","1205.6621407307684","72526","93583","4179","complete","154825","3.274057","2262","67551","457","1191.667635","23050","73929","5.07396","91423","minimize","17","51408174","282625491","0","6889","0","results_carpet","3993","81889","36349"
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","UNKNOWN","1203.2127360487357","54286","75238","4160","init","138846","2.34766","","55743","0","","16540","55862","3.90815","","minimize","","","","0","","0","results_carpet","","78022","14686"
"Huub_free_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.06.dzn","SATISFIED","1203.535285920836","51898","60917","1870","complete","107170","2.458578","23956","44960","510","1194.046166","14622","46303","3.50797","68272","minimize","1943","34932209","375948089","0","34124","0","results_carpet","2392","59252","28444"
"Huub_free_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","UNKNOWN","1208.6946926703677","152061","381858","1318","init","529883","12.265152","","264931","0","","116026","306085","15.7943","","minimize","","","","0","","0","results_carpet","","257309","77866"
"Huub_free_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","UNKNOWN","1203.0447972761467","31871","58127","184","init","87485","2.5367","","40204","0","","17824","40208","2.26984","","minimize","","","","0","","0","results_carpet","","44866","18170"
"Huub_vsid_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","SATISFIED","1202.866195901297","66911","75238","4160","complete","138846","4.086482","0","55743","292","1192.007262","16540","55862","4.09704","395523","minimize","0","40917582","187818070","0","2736","0","results_carpet","6007","78022","37768"
"Huub_free_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","UNKNOWN","1211.0179426893592","131733","401546","2284","init","508600","17.584712","","273920","0","","126042","343262","16.6444","","minimize","","","","0","","0","results_carpet","","227513","62106"
"Huub_vsid_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","UNKNOWN","1205.8991813091561","96277","219411","851","init","314333","8.677018","","151921","0","","66933","164982","9.09876","","minimize","","","","0","","0","results_carpet","","157346","55219"
"Huub_free_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","UNKNOWN","1206.8694582302123","82422","246973","1225","init","326937","7.610192","","169682","0","","76477","204778","10.0719","","minimize","","","","0","","0","results_carpet","","151903","44537"
"Huub_free_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1202.515094164759","32968","46170","1635","init","88225","1.517207","","35186","343","","9859","35315","2.37763","","minimize","","","","0","","0","results_carpet","2493","50479","9312"
"Huub_vsid_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","SATISFIED","1203.2778356755152","54286","75238","4160","init","138846","2.421247","","55743","168","","16540","55862","3.92962","","minimize","","","","0","","0","results_carpet","6246","78022","14686"
"Huub_free_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","UNKNOWN","1203.6244147522375","62286","93583","4179","init","154825","2.349533","","67551","0","","23050","73929","4.90253","","minimize","","","","0","","0","results_carpet","","81889","17671"
"Huub_free_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","UNKNOWN","1203.1956203319132","39575","67662","225","init","101079","3.117468","","46692","0","","20845","46696","2.77737","","minimize","","","","0","","0","results_carpet","","51819","21256"
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","UNKNOWN","1204.252917893231","62286","93583","4179","init","154825","2.292837","","67551","0","","23050","73929","5.01883","","minimize","","","","0","","0","results_carpet","","81889","17671"
"Huub_free_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","SATISFIED","1205.5667154071853","96277","219411","851","init","314333","8.629796","","151921","1","","66933","164982","8.72348","","minimize","","","","0","","0","results_carpet","1933","157346","55219"
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.06.dzn","UNKNOWN","1203.2750244196504","38852","60917","1870","init","107170","1.73105","","44960","0","","14622","46303","3.13082","","minimize","","","","0","","0","results_carpet","","59252","13238"
"Huub_vsid_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","SATISFIED","1209.7945050662383","257723","381858","1318","complete","529883","14.347843","0","264931","97","1169.696428","116026","306085","16.2057","318641","minimize","0","29551875","597729268","0","2953","0","results_carpet","3975","257309","108082"
"Huub_vsid_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","UNKNOWN","1205.85734176822","96277","219411","851","init","314333","8.690758","","151921","0","","66933","164982","8.83779","","minimize","","","","0","","0","results_carpet","","157346","55219"
"Huub_free_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","UNKNOWN","1204.1845933394507","53097","85313","4732","init","142671","2.493306","","60675","0","","21244","62688","4.127919","","minimize","","","","0","","0","results_carpet","","76363","17550"
"Huub_free_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","UNKNOWN","1211.199263044633","131733","401546","2284","init","508600","18.011639","","273920","0","","126042","343262","16.6344","","minimize","","","","0","","0","results_carpet","","227513","62106"
"Huub_free_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","UNKNOWN","1204.017163226381","53097","85313","4732","init","142671","2.556176","","60675","0","","21244","62688","4.12364","","minimize","","","","0","","0","results_carpet","","76363","17550"
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","UNKNOWN","1210.159320124425","152061","381858","1318","init","529883","12.43934","","264931","0","","116026","306085","16.3828","","minimize","","","","0","","0","results_carpet","","257309","77866"
"Huub_free_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1203.0943934042007","32968","46170","1635","init","88225","1.531172","","35186","343","","9859","35315","2.39035","","minimize","","","","0","","0","results_carpet","2493","50479","9312"
"Huub_vsid_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","UNKNOWN","1204.353419566527","41175","74443","3478","init","118711","1.746898","","52989","0","","19008","58991","3.92515","","minimize","","","","0","","0","results_carpet","","61253","13179"
"Huub_vsid_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","UNKNOWN","1204.0156805422157","62286","93583","4179","init","154825","2.441009","","67551","0","","23050","73929","4.92947","","minimize","","","","0","","0","results_carpet","","81889","17671"
"Huub_user_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","UNKNOWN","1206.9065207270905","82422","246973","1225","init","326937","7.588141","","169682","0","","76477","204778","10.1124","","minimize","","","","0","","0","results_carpet","","151903","44537"
"Huub_vsid_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","OPTIMAL_SOLUTION","78.07900930475444","57286","58127","184","complete","87485","2.92479","0","40204","45","70.898597","17824","40208","2.35354","53644","minimize","0","2130882","48309580","0","568","0","results_carpet","532","44866","22434"
"Huub_vsid_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.07.dzn","UNKNOWN","1203.1943304855376","26843","38481","1532","init","70595","0.95507","","29066","0","","8371","31126","2.14302","","minimize","","","","0","","0","results_carpet","","39090","7348"
"Huub_vsid_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","SATISFIED","1203.9218914993107","54286","75238","4160","init","138846","2.407867","","55743","168","","16540","55862","3.99512","","minimize","","","","0","","0","results_carpet","6246","78022","14686"
"Huub_user_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","UNKNOWN","1202.5556474840268","31871","58127","184","init","87485","2.536233","","40204","0","","17824","40208","2.26077","","minimize","","","","0","","0","results_carpet","","44866","18170"
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1202.781560588628","44826","67230","149","init","109747","2.65626","","48118","0","","19034","48122","2.54042","","minimize","","","","0","","0","results_carpet","","58256","19568"
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","UNKNOWN","1202.6371554192156","31871","58127","184","init","87485","2.512614","","40204","0","","17824","40208","2.43812","","minimize","","","","0","","0","results_carpet","","44866","18170"
"Huub_user_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1205.91055080574","85281","226725","1031","init","310217","8.258116","","156361","0","","69684","181479","9.10891","","minimize","","","","0","","0","results_carpet","","148741","46927"
"Huub_free_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","UNKNOWN","1206.8175460081547","82422","246973","1225","init","326937","7.483487","","169682","0","","76477","204778","9.64601","","minimize","","","","0","","0","results_carpet","","151903","44537"
"Huub_free_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.17.dzn","UNKNOWN","1204.5311016310006","37430","79261","4559","init","117453","1.999884","","54874","0","","21155","63972","4.036539","","minimize","","","","0","","0","results_carpet","","57134","11765"
"Huub_user_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1203.0507690608501","32968","46170","1635","init","88225","1.572097","","35186","373","","9859","35315","2.60774","","minimize","","","","0","","0","results_carpet","2332","50479","9312"
"Huub_vsid_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1204.622956844978","39104","63956","114","init","104804","2.797365","","45800","0","","18110","45800","2.75006","","minimize","","","","0","","0","results_carpet","","55441","18161"
"Huub_free_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","UNKNOWN","1202.9277574615553","41175","74443","3478","init","118711","1.685625","","52989","0","","19008","58991","3.73165","","minimize","","","","0","","0","results_carpet","","61253","13179"
"Huub_vsid_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1203.2909329896793","44826","67230","149","init","109747","2.719538","","48118","0","","19034","48122","2.66207","","minimize","","","","0","","0","results_carpet","","58256","19568"
"Huub_vsid_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","UNKNOWN","1203.63648301363","39575","67662","225","init","101079","3.099399","","46692","0","","20845","46696","2.78436","","minimize","","","","0","","0","results_carpet","","51819","21256"
"Huub_free_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","OPTIMAL_SOLUTION","1067.2846774505451","257723","381858","1318","complete","529883","14.057572","707","264931","73","1026.505167","116026","306085","16.484","272478","minimize","9","19549722","511177995","0","2875","0","results_carpet","2073","257309","108082"
"Huub_free_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","UNKNOWN","1209.4409709284082","131733","401546","2284","init","508600","11.620965","","273920","0","","126042","343262","16.047899","","minimize","","","","0","","0","results_carpet","","227513","62106"
"Huub_vsid_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1206.3270989395678","85281","226725","1031","init","310217","8.201824","","156361","0","","69684","181479","9.22867","","minimize","","","","0","","0","results_carpet","","148741","46927"
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","UNKNOWN","1206.1006277911365","82422","246973","1225","complete","326937","7.554683","","169682","0","","76477","204778","10.1288","","minimize","","","","0","","0","results_carpet","","151903","44537"
"Huub_free_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","UNKNOWN","1209.587559289299","152061","381858","1318","init","529883","12.38411","","264931","0","","116026","306085","16.5176","","minimize","","","","0","","0","results_carpet","","257309","77866"
"Huub_user_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.18.dzn","UNKNOWN","1203.3317987173796","37558","65242","4004","init","98928","1.81189","","45238","0","","17186","51459","3.20894","","minimize","","","","0","","0","results_carpet","","48937","11416"
"Huub_user_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","UNKNOWN","1208.9957747142762","131733","401546","2284","init","508600","14.256635","","273920","0","","126042","343262","16.3255","","minimize","","","","0","","0","results_carpet","","227513","62106"
"Huub_vsid_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","UNKNOWN","1206.4969401024282","82422","246973","1225","init","326937","7.579705","","169682","0","","76477","204778","10.0947","","minimize","","","","0","","0","results_carpet","","151903","44537"
